,transaction_id,trans_group_en,procedure_name_en,instance_date,property_type_en,property_sub_type_en,property_usage_en,reg_type_en,area_name_en,building_name_en,project_name_en,master_project_en,nearest_landmark_en,nearest_metro_en,nearest_mall_en,rooms_en,has_parking,procedure_area,actual_worth,meter_sale_price,instance_year,instance_month,instance_day,sector_name,area_lat,area_lon
667084,1-102-2007-26263,Sales,Sell - Pre registration,2009-06-02,Unit,Flat,Residential,Off-Plan Properties,Marsa Dubai,Sulafa Tower,SULAFA TOWER,Dubai Marina,Burj Al Arab,Mina Seyahi,Marina Mall,1 B/R,1,111.76,1371420.0,12271.12,2009.0,6.0,2.0,Unknown,25.09547176,55.13076456
799917,1-110-2008-200348,Sales,Lease to Own Registration,2008-05-12,Unit,Flat,Residential,Existing Properties,Al Thanyah Third,ALGHAF 1,,The Greens,Burj Al Arab,Dubai Internet City,Marina Mall,3 B/R,1,142.14,640800.0,4508.23,2008.0,5.0,12.0,West,25.094255,55.161612
1271986,2-13-2022-12333,Mortgages,Mortgage Registration,2022-08-15,Unit,Flat,Residential,Existing Properties,Marsa Dubai,Marina Quay North,MARINA QUAYS,Dubai Marina,Burj Al Arab,Jumeirah Beach Resdency,Marina Mall,1 B/R,1,91.32,1314400.0,14393.34,2022.0,8.0,15.0,Unknown,25.09547176,55.13076456
573426,1-102-2021-11818,Sales,Sell - Pre registration,2021-07-27,Unit,Flat,Residential,Off-Plan Properties,Al Merkadh,Sobha Hartland One Park Avenue,Sobha Hartland One Park Avenue ,SOBHA HARTLAND,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,3 B/R,1,135.57,2182698.0,16100.15,2021.0,7.0,27.0,Unknown,25.16984676,55.29268975
360966,2-13-2017-6638,Mortgages,Mortgage Registration,2017-08-07,Villa,,Residential,Existing Properties,Al Thanyah Fifth,,JUMEIRAH PARK ,Jumeirah Park,Sports City Swimming Academy,Harbour Tower,Ibn-e-Battuta Mall,,0,510.0,2920000.0,5725.49,2017.0,8.0,7.0,West,25.051959,55.15578
771153,1-102-2021-18906,Sales,Sell - Pre registration,2021-10-19,Unit,Flat,Residential,Off-Plan Properties,Marsa Dubai,Marina Vista Tower 2,MARINA VISTA,Dubai Harbour,,,,1 B/R,1,68.9,1620000.0,23512.34,2021.0,10.0,19.0,Unknown,25.09547176,55.13076456
395459,1-102-2023-31303,Sales,Sell - Pre registration,2023-07-03,Unit,Flat,Residential,Off-Plan Properties,Al Barsha South Fourth,Binghatti Onyx,Binghatti Onyx,Jumeirah Village Circle,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,1 B/R,1,68.0,750000.0,11029.41,2023.0,7.0,3.0,Central,25.05936493,55.21207713
652179,1-11-2013-14095,Sales,Sell,2013-06-03,Unit,Office,Commercial,Existing Properties,Burj Khalifa,AL MANARA,AL MANARA,Business Bay,Downtown Dubai,Business Bay Metro Station,Dubai Mall,Office,1,61.46,990350.0,16113.73,2013.0,6.0,3.0,Unknown,25.19005375,55.27814093
428675,1-11-2014-8851,Sales,Sell,2014-03-31,Unit,Flat,Residential,Existing Properties,Burj Khalifa,EAST HEIGHTS 4,,Business Bay,Burj Khalifa,Business Bay Metro Station,Dubai Mall,Studio,1,91.97,1500000.0,16309.67,2014.0,3.0,31.0,Unknown,25.19005375,55.27814093
70689,3-9-2015-26,Gifts,Grant,2015-01-12,Building,,Multi-Use,Existing Properties,Al Jadaf,,,Sama Al Jadaf,Burj Khalifa,Al Jadaf Metro Station,Dubai Mall,,0,1200.59,19384500.0,16145.81,2015.0,1.0,12.0,Unknown,25.21430093,55.32735895
1369934,1-102-2024-34315,Sales,Sell - Pre registration,2024-05-22,Villa,Villa,Residential,Off-Plan Properties,Al Hebiah Fourth,,AMARA,TILAL AL GHAF,,,,4 B/R,0,344.93,8233000.0,23868.61,2024.0,5.0,22.0,Central,25.03502194,55.21354639
827547,1-41-2021-11634,Sales,Delayed Sell,2021-11-01,Unit,Flat,Residential,Existing Properties,Al Thanyah Fifth,MBL RESIDENCE,MBL RESIDENCE,Jumeirah Lakes Towers,Sports City Swimming Academy,Jumeirah Lakes Towers,Marina Mall,1 B/R,1,69.74,880000.0,12618.3,2021.0,11.0,1.0,West,25.051959,55.15578
452849,1-102-2024-22994,Sales,Sell - Pre registration,2024-04-10,Unit,Flat,Residential,Off-Plan Properties,Zaabeel First,Address Residences Zabeel Tower 4,Address Residences Zabeel,,Burj Khalifa,Al Jafiliya Metro Station,Dubai Mall,2 B/R,1,134.2,3605888.0,26869.51,2024.0,4.0,10.0,Unknown,25.2229504,55.30536808
488262,1-11-2013-10862,Sales,Sell,2013-04-09,Unit,Flat,Residential,Existing Properties,Palm Jumeirah,THE RESIDENCES SOUTH,FAIRMONT PALM RESIDENCE,Palm Jumeirah,Burj Al Arab,Palm Jumeirah,Marina Mall,1 B/R,1,119.88,2000000.0,16683.35,2013.0,4.0,9.0,West,25.1193271,55.1317401
227443,1-11-2020-9533,Sales,Sell,2020-10-23,Unit,Flat,Residential,Existing Properties,Al Thanyah Fifth,JUMAIRAH BAY TOWER-X1-1,,Jumeirah Lakes Towers,Burj Al Arab,Damac Properties,Marina Mall,Studio,1,49.41,390000.0,7893.14,2020.0,10.0,23.0,West,25.051959,55.15578
334564,2-14-2013-465,Mortgages,Modify Mortgage,2013-06-24,Villa,,Residential,Existing Properties,Palm Jumeirah,,,Palm Jumeirah,Burj Al Arab,Al Sufouh,Marina Mall,,0,1386.72,10000000.0,7211.26,2013.0,6.0,24.0,West,25.1193271,55.1317401
1292282,1-110-2009-201205,Sales,Lease to Own Registration,2009-06-16,Unit,Flat,Residential,Existing Properties,Marsa Dubai,The Jewels T1,,Dubai Marina,Burj Al Arab,Jumeirah Beach Residency,Marina Mall,1 B/R,1,103.12,872679.0,8462.75,2009.0,6.0,16.0,Unknown,25.09547176,55.13076456
1193839,1-102-2024-20318,Sales,Sell - Pre registration,2024-04-01,Unit,Flat,Residential,Off-Plan Properties,Al Hebiah Fifth,LAGOON VIEWS 4 - TOWER C,DAMAC LAGOONS - LAGOON VIEWS 4,,,,,1 B/R,1,73.46,1233000.0,16784.64,2024.0,4.0,1.0,Central,25.00242864,55.24042905
2945,2-110-2007-200258,Mortgages,Lease to Own Registration,2007-12-05,Unit,Flat,Residential,Existing Properties,Marsa Dubai,Murjan 6,,Jumeriah Beach Residence  - JBR,Burj Al Arab,Jumeirah Beach Resdency,Marina Mall,3 B/R,1,174.87,1050000.0,6004.46,2007.0,12.0,5.0,Unknown,25.09547176,55.13076456
939623,1-41-2013-344,Sales,Delayed Sell,2013-04-10,Villa,,Residential,Existing Properties,Al Thanyah Fifth,,JUMEIRAH PARK ,Jumeirah Park,Sports City Swimming Academy,Harbour Tower,Ibn-e-Battuta Mall,,0,510.0,3445900.0,6756.67,2013.0,4.0,10.0,West,25.051959,55.15578
294722,2-13-2025-6814,Mortgages,Mortgage Registration,2025-03-14,Unit,Flat,Residential,Existing Properties,Palm Jumeirah,Marina Apartments 3,MARINA RESIDENCE,Palm Jumeirah,Burj Al Arab,Palm Jumeirah,Marina Mall,2 B/R,1,188.92,856000.0,4531.02,2025.0,3.0,14.0,West,25.1193271,55.1317401
734991,2-13-2017-528,Mortgages,Mortgage Registration,2017-01-23,Villa,Villa,Residential,Existing Properties,Al Thanayah Fourth,,Emirates Living - Springs 1,,Sports City Swimming Academy,Damac Properties,Marina Mall,2 B/R,0,282.7,1400000.0,4952.25,2017.0,1.0,23.0,Unknown,25.06366745,55.1623514
657938,1-11-2024-33938,Sales,Sell,2024-09-12,Land,,Commercial,Existing Properties,Madinat Hind 4,,DAMAC HILLS (2) - JANUSIA ,DAMAC HILLS 2,,,,,0,174.8,1600000.0,9153.32,2024.0,9.0,12.0,South,24.9981931,55.37157657
916627,1-41-2017-2910,Sales,Delayed Sell,2017-05-16,Unit,Flat,Residential,Existing Properties,Al Thanyah First,FAHAD 2,FAHAD 2,TECOM Site C,Burj Al Arab,Dubai Internet City,Mall of the Emirates,1 B/R,1,97.65,1098810.0,11252.53,2017.0,5.0,16.0,West,25.0987035,55.1725124
252025,1-41-2017-3126,Sales,Delayed Sell,2017-05-22,Unit,Flat,Residential,Existing Properties,Nad Al Shiba First,THE POLO RESIDENCE - C6,THE POLO RESIDENCE,Meydan Racecourse Community,Downtown Dubai,Business Bay Metro Station,Dubai Mall,2 B/R,1,138.67,1878908.0,13549.49,2017.0,5.0,22.0,Unknown,25.14725852,55.30501384
1352998,1-102-2023-2969,Sales,Sell - Pre registration,2023-01-18,Unit,Flat,Residential,Off-Plan Properties,Al Khairan First,The Cove II Building 8,The Cove ll,The Lagoons,Dubai International Airport,Creek Metro Station,Dubai Mall,2 B/R,1,121.89,2415888.0,19820.23,2023.0,1.0,18.0,North_Central,25.19564786,55.36033252
1101289,1-45-2022-270,Sales,Sell Development,2022-05-19,Unit,Flat,Residential,Existing Properties,Nadd Hessa,AXIS RESIDENCES ONE 1,AXIS  RESIDENCES 1,Silicon Oasis,IMG World Adventures,,,1 B/R,1,79.57,380000.0,4775.67,2022.0,5.0,19.0,Unknown,25.12321,55.386619
1060071,1-102-2021-11282,Sales,Sell - Pre registration,2021-07-15,Unit,Flat,Residential,Off-Plan Properties,Marsa Dubai,Palace Beach Residence Tower 2,Palace Beach Residence,Dubai Harbour,,,,2 B/R,1,114.63,3045730.0,26570.1,2021.0,7.0,15.0,Unknown,25.09547176,55.13076456
707102,2-13-2024-30745,Mortgages,Mortgage Registration,2024-12-18,Unit,Flat,Residential,Existing Properties,Al Thanyah Fifth,GLOBAL LAKE VIEW,GLOBAL LAKE VIEW,Jumeirah Lakes Towers,Sports City Swimming Academy,Jumeirah Lakes Towers,Marina Mall,3 B/R,1,122.94,1325000.0,10777.62,2024.0,12.0,18.0,West,25.051959,55.15578
56182,2-190-2020-1124,Mortgages,Delayed Mortgage,2020-09-07,Land,,Residential,Existing Properties,Nad Al Shiba Third,,,Nad Al Shiba Villas,,Creek Metro Station,City Centre Mirdif,,0,468.78,2383000.0,5083.41,2020.0,9.0,7.0,Unknown,25.15511424,55.37577353
1408611,2-13-2012-688,Mortgages,Mortgage Registration,2012-02-27,Villa,,Residential,Existing Properties,Al Barsha South Fifth,,,Jumeirah Village Triangle,Sports City Swimming Academy,Damac Properties,Marina Mall,,0,754.79,1732500.0,2295.34,2012.0,2.0,27.0,Central,25.04291825,55.18747333
231459,2-14-2022-410,Mortgages,Modify Mortgage,2022-04-25,Unit,Flat,Residential,Existing Properties,Al Wasl,Citywalk Residential Building 9,NO.9 & NO.10 CITYWALK RESIDENTIAL,City Walk,Burj Khalifa,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,2 B/R,1,155.09,2000000.0,12895.74,2022.0,4.0,25.0,West,25.19685113,55.25356365
644377,1-11-2009-204521,Sales,Sell,2009-02-23,Unit,Flat,Residential,Existing Properties,Marsa Dubai,THE WAVES A,,Dubai Marina,Sports City Swimming Academy,Jumeirah Beach Residency,Marina Mall,3 B/R,1,189.06,1400000.0,7405.06,2009.0,2.0,23.0,Unknown,25.09547176,55.13076456
5089,1-11-2008-211147,Sales,Sell,2008-12-18,Unit,Flat,Residential,Existing Properties,Al Warsan First,T-04,,International City Phase 1,,Rashidiya Metro Station,City Centre Mirdif,Studio,0,44.5,200000.0,4494.38,2008.0,12.0,18.0,Unknown,25.1599767,55.4246648
227616,2-13-2008-1354,Mortgages,Mortgage Registration,2008-06-23,Villa,,Residential,Existing Properties,Al Thanyah Third,,,Lakes - Hattan I,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,,0,643.54,7560000.0,11747.52,2008.0,6.0,23.0,West,25.094255,55.161612
1260176,1-41-2023-15449,Sales,Delayed Sell,2023-08-07,Land,,Commercial,Existing Properties,Al Hebiah Fifth,,DAMAC LAGOONS - NICE 2,DAMAC Lagoons,,,,,0,144.01,2040000.0,14165.68,2023.0,8.0,7.0,Central,25.00242864,55.24042905
263869,1-11-2021-21272,Sales,Sell,2021-11-25,Unit,Flat,Residential,Existing Properties,Me'Aisem First,LAGO VISTA-A,LAGO VISTA,International Media Production Zone,Sports City Swimming Academy,Damac Properties,Marina Mall,Studio,1,46.08,255000.0,5533.85,2021.0,11.0,25.0,Unknown,25.0177834,55.18312486
996407,1-102-2023-21587,Sales,Sell - Pre registration,2023-05-09,Unit,Flat,Residential,Off-Plan Properties,Business Bay,Peninsula Three,Peninsula Three,Business Bay,Downtown Dubai,Business Bay Metro Station,Dubai Mall,Studio,1,38.32,1050000.0,27400.84,2023.0,5.0,9.0,Unknown,25.18762593,55.27989946
634818,2-13-2008-2328,Mortgages,Mortgage Registration,2008-09-23,Villa,,Residential,Existing Properties,Wadi Al Safa 6,,,Arabian Ranches - Mirador,Global Village,,,,0,639.82,5000000.0,7814.7,2008.0,9.0,23.0,Central,25.05482178,55.27089764
669426,2-14-2013-828,Mortgages,Modify Mortgage,2013-11-05,Unit,Hotel Apartment,Hospitality ,Existing Properties,Burj Khalifa,Burj Lake Hotel - The Address DownTown,,Burj Khalifa,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,2 B/R,1,171.68,7875000.0,45870.22,2013.0,11.0,5.0,Unknown,25.19005375,55.27814093
481926,1-102-2017-13185,Sales,Sell - Pre registration,2017-07-18,Unit,Flat,Residential,Off-Plan Properties,Hadaeq Sheikh Mohammed Bin Rashid,Park Heights I,Park Heights I ,DUBAI HILLS,Burj Al Arab,First Abu Dhabi Bank Metro Station,Mall of the Emirates,2 B/R,1,100.71,1279888.0,12708.65,2017.0,7.0,18.0,Central,25.1053253,55.26733804
1010600,1-41-2023-1514,Sales,Delayed Sell,2023-01-20,Unit,Flat,Residential,Existing Properties,Al Kifaf,1 Residences - 1,1 Residences ,Wasl 1,Burj Khalifa,Al Jafiliya Metro Station,Dubai Mall,2 B/R,1,118.31,2793978.0,23615.74,2023.0,1.0,20.0,West,25.23424657,55.29696777
1360911,1-102-2007-27211,Sales,Sell - Pre registration,2009-05-25,Unit,Flat,Residential,Off-Plan Properties,Al Hebiah Fourth,CHAPAL THE DESTINY A,LIME LIGHT TWIN TOWERS,Dubai Sports City,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,Studio,1,48.95,373650.0,7633.3,2009.0,5.0,25.0,Central,25.03502194,55.21354639
1013361,1-371-2017-9,Sales,Lease Development Registration,2021-11-12,Unit,Flat,Residential,Existing Properties,Nadd Hessa,AXIS RESIDENCES 3,AXIS RESIDENCES 3,Silicon Oasis,IMG World Adventures,,City Centre Mirdif,1 B/R,1,75.06,605000.0,8060.22,2021.0,11.0,12.0,Unknown,25.12321,55.386619
1419630,2-107-2007-174,Mortgages,Lease to Own Registration Pre-Registration,2009-05-27,Unit,Flat,Residential,Off-Plan Properties,Al Barsha South Fourth,SUMMER 2,SEASONS COMMUNITY- SUMMER,Jumeirah Village Circle,Sports City Swimming Academy,Dubai Internet City,Marina Mall,2 B/R,1,155.33,635360.0,4090.39,2009.0,5.0,27.0,Central,25.05936493,55.21207713
19474,1-102-2020-7269,Sales,Sell - Pre registration,2020-05-04,Unit,Flat,Residential,Off-Plan Properties,Al Merkadh,Sobha Hartland One Park Avenue,Sobha Hartland One Park Avenue ,SOBHA HARTLAND,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,1 B/R,1,68.91,1142295.0,16576.62,2020.0,5.0,4.0,Unknown,25.16984676,55.29268975
1306903,1-102-2024-46080,Sales,Sell - Pre registration,2024-06-27,Unit,Flat,Residential,Off-Plan Properties,Al Yelayiss 2,ORA,ORA,TOWN SQUARE,,,,2 B/R,1,110.24,1316888.0,11945.65,2024.0,6.0,27.0,Unknown,24.99404911,55.29142486
212882,1-102-2024-104763,Sales,Sell - Pre registration,2024-12-16,Villa,Villa,Residential,Off-Plan Properties,Madinat Al Mataar,,Greenville 2,Dubai World Central,,,,4 B/R,0,263.01,4037888.0,15352.6,2024.0,12.0,16.0,South_west,24.91892638,55.18015257
1074157,1-11-2022-33111,Sales,Sell,2022-12-28,Unit,Flat,Residential,Existing Properties,Jabal Ali,MED 61,,Discovery Gardens,Sports City Swimming Academy,Harbour Tower,Ibn-e-Battuta Mall,Studio,0,49.0,315000.0,6428.57,2022.0,12.0,28.0,Unknown,25.01126,55.06116
592187,2-13-2023-19087,Mortgages,Mortgage Registration,2023-10-23,Villa,,Residential,Existing Properties,Al Hebiah Third,,DAMAC HILLS - PICCADILLY GREEN,DAMAC HILLS,Motor City,,,,0,337.05,2526000.0,7494.44,2023.0,10.0,23.0,Central,25.02147288,55.26216265
691229,1-102-2014-16273,Sales,Sell - Pre registration,2014-12-23,Unit,Flat,Residential,Off-Plan Properties,Burj Khalifa,Boulevard Point,Boulevard Point,Burj Khalifa,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,4 B/R,1,276.55,6737888.0,24364.09,2014.0,12.0,23.0,Unknown,25.19005375,55.27814093
