,meter_sale_price,procedure_area,rooms_en,floor_bin,swimming_pool,balcony,elevator,metro,has_parking,area_name_en,instance_date
147802,18294.84,175.35,2 B/R,Below 1st floor,1,1,1,1,1,Marsa Dubai,2022-02-01
188399,6744.53,146.65,3 B/R,61-70,1,1,0,1,1,Marsa Dubai,2024-11-26
75,23803.82,69.69,1 B/R,Below 1st floor,1,1,1,1,1,Marsa Dubai,2022-10-18
231849,18778.71,153.69,2 B/R,11-20,1,1,1,1,1,Marsa Dubai,2025-04-28
142748,28720.98,59.43,Studio,21-30,1,1,1,1,1,Marsa Dubai,2025-02-10
100836,31286.15,154.25,2 B/R,21-30,1,1,1,1,1,Marsa Dubai,2024-12-20
35068,10791.26,120.82,2 B/R,51-60,1,1,0,1,1,Marsa Dubai,2025-03-31
100019,34045.96,56.13,1 B/R,11-20,1,1,1,1,1,Marsa Dubai,2025-04-10
310092,19628.53,67.3,1 B/R,1-10,1,1,0,1,1,Marsa Dubai,2024-03-19
48179,13400.34,59.7,2 B/R,Below 1st floor,1,1,1,1,1,Marsa Dubai,2023-03-21
308885,4993.9,90.11,1 B/R,11-20,1,1,0,1,1,Marsa Dubai,2023-02-09
15207,23036.26,154.1,3 B/R,Below 1st floor,1,1,1,1,1,Marsa Dubai,2022-12-07
269017,26233.04,60.42,1 B/R,21-30,1,1,0,1,1,Marsa Dubai,2022-11-30
62972,21686.5,99.14,2 B/R,11-20,1,1,0,1,1,Marsa Dubai,2023-01-04
30134,21464.65,158.4,2 B/R,1-10,1,1,1,1,1,Marsa Dubai,2024-01-23
143275,10106.95,85.09,1 B/R,11-20,1,1,0,1,1,Marsa Dubai,2023-12-28
295514,21032.11,87.82,1 B/R,31-40,1,1,1,1,1,Marsa Dubai,2023-06-06
35086,9120.46,110.74,1 B/R,1-10,0,1,1,1,1,Marsa Dubai,2025-02-17
139476,10320.45,76.5,1 B/R,1-10,0,1,1,1,1,Marsa Dubai,2023-10-26
61485,30792.92,103.92,1 B/R,1-10,1,1,1,1,1,Marsa Dubai,2022-03-23
305115,11683.38,102.71,1 B/R,31-40,1,1,1,1,1,Marsa Dubai,2025-04-09
237243,21357.68,98.07,2 B/R,Below 1st floor,1,1,1,1,1,Marsa Dubai,2022-06-27
295560,22765.37,80.36,1 B/R,11-20,1,1,0,1,0,Marsa Dubai,2022-12-28
292943,10071.22,139.01,1 B/R,1-10,1,1,0,1,1,Marsa Dubai,2022-05-27
144228,11717.09,93.88,1 B/R,11-20,1,1,0,1,1,Marsa Dubai,2022-06-20
163716,9507.58,64.52,1 B/R,21-30,1,0,1,1,1,Marsa Dubai,2022-11-29
132,12516.07,147.81,2 B/R,1-10,1,0,1,1,1,Marsa Dubai,2022-11-29
255140,15082.96,145.86,2 B/R,1-10,1,1,1,1,1,Marsa Dubai,2022-05-25
117254,20090.1,82.13,1 B/R,11-20,1,1,0,1,1,Marsa Dubai,2025-04-11
121855,23430.03,119.5,2 B/R,11-20,1,1,1,0,1,Marsa Dubai,2022-03-31
232128,33726.81,106.74,2 B/R,51-60,1,1,1,1,1,Marsa Dubai,2025-04-17
139464,14176.35,70.54,2 B/R,11-20,1,1,1,1,1,Marsa Dubai,2022-02-04
110680,28791.72,73.42,1 B/R,1-10,1,1,1,1,1,Marsa Dubai,2024-11-18
259644,10595.63,167.05,2 B/R,41-50,1,1,0,1,1,Marsa Dubai,2023-12-21
68526,29220.86,121.16,2 B/R,11-20,0,1,1,0,1,Marsa Dubai,2025-03-13
9974,25188.92,91.31,1 B/R,31-40,1,1,1,1,1,Marsa Dubai,2024-01-22
109745,13330.1,123.78,2 B/R,31-40,1,1,0,1,1,Marsa Dubai,2023-09-28
232362,12369.32,125.31,2 B/R,21-30,1,1,0,1,1,Marsa Dubai,2024-08-27
201597,32383.9,135.87,2 B/R,1-10,1,1,1,1,1,Marsa Dubai,2023-06-07
173509,10824.29,150.22,2 B/R,11-20,1,1,0,1,1,Marsa Dubai,2023-08-10
89933,8683.11,139.31,2 B/R,21-30,1,1,1,1,1,Marsa Dubai,2022-07-18
40137,14840.99,70.75,1 B/R,41-50,1,1,0,1,0,Marsa Dubai,2024-09-30
89977,19819.7,89.85,1 B/R,61-70,1,1,1,1,1,Marsa Dubai,2024-08-08
93874,11090.12,68.8,1 B/R,11-20,1,1,0,1,1,Marsa Dubai,2024-04-30
44690,16154.12,169.83,2 B/R,11-20,0,0,1,1,1,Marsa Dubai,2024-07-26
250816,12571.84,111.36,1 B/R,11-20,1,1,0,1,1,Marsa Dubai,2023-03-27
140389,27616.42,105.01,2 B/R,11-20,0,1,1,1,1,Marsa Dubai,2022-07-22
284379,14394.46,102.47,2 B/R,11-20,1,1,0,1,1,Marsa Dubai,2024-03-12
15136,14105.6,80.11,1 B/R,31-40,1,1,0,1,1,Marsa Dubai,2023-03-13
217203,21208.48,99.96,2 B/R,11-20,1,1,1,1,1,Marsa Dubai,2024-07-25
121853,26341.42,112.67,2 B/R,1-10,1,1,1,0,1,Marsa Dubai,2022-01-28
58268,21739.13,178.48,2 B/R,11-20,0,1,1,1,1,Marsa Dubai,2024-05-31
28095,4157.27,108.62,2 B/R,21-30,1,1,0,1,1,Marsa Dubai,2023-01-18
200390,25684.6,119.25,2 B/R,1-10,0,1,1,0,1,Marsa Dubai,2022-01-06
108179,15617.21,153.55,2 B/R,31-40,1,1,0,1,1,Marsa Dubai,2025-02-03
181417,16588.69,70.53,1 B/R,11-20,1,1,0,1,1,Marsa Dubai,2025-05-08
82413,32065.36,113.83,2 B/R,1-10,1,1,1,0,1,Marsa Dubai,2023-06-07
173277,26258.55,101.74,2 B/R,31-40,1,1,1,1,1,Marsa Dubai,2024-12-30
161839,8204.92,65.29,1 B/R,11-20,1,1,0,1,1,Marsa Dubai,2022-12-26
240322,16892.99,153.91,2 B/R,41-50,1,0,0,1,1,Marsa Dubai,2025-05-13
89969,11495.45,95.69,1 B/R,11-20,0,1,1,1,1,Marsa Dubai,2023-03-24
149421,27494.86,90.71,1 B/R,21-30,1,1,1,1,1,Marsa Dubai,2024-06-07
188200,11102.4,57.42,1 B/R,11-20,1,1,1,1,1,Marsa Dubai,2022-06-08
178245,13360.32,123.5,2 B/R,1-10,1,1,0,1,1,Marsa Dubai,2024-11-13
175813,32012.63,114.67,2 B/R,11-20,0,1,1,0,1,Marsa Dubai,2022-03-30
124674,23700.0,78.04,1 B/R,21-30,1,1,1,1,1,Marsa Dubai,2022-06-06
95955,27423.39,83.87,1 B/R,11-20,1,1,1,1,1,Marsa Dubai,2024-01-04
285388,12954.89,84.91,1 B/R,1-10,1,1,1,1,1,Marsa Dubai,2025-02-05
258977,13139.28,98.94,2 B/R,11-20,1,1,1,1,1,Marsa Dubai,2025-02-10
25239,22682.17,70.54,2 B/R,11-20,1,1,1,1,1,Marsa Dubai,2025-01-08
166313,13109.98,82.38,1 B/R,21-30,1,1,0,1,1,Marsa Dubai,2023-06-19
175682,28453.32,132.12,2 B/R,41-50,1,1,1,0,1,Marsa Dubai,2025-05-16
177862,13334.41,61.87,1 B/R,1-10,1,1,0,1,1,Marsa Dubai,2024-06-07
45346,27905.12,50.17,Studio,11-20,1,1,0,1,1,Marsa Dubai,2023-04-18
181077,7770.4,116.91,2 B/R,51-60,1,1,0,1,1,Marsa Dubai,2023-09-19
99801,26124.28,107.18,2 B/R,41-50,1,1,1,1,1,Marsa Dubai,2023-01-30
11161,21136.24,74.28,1 B/R,1-10,1,1,1,1,1,Marsa Dubai,2022-07-13
290235,25776.08,89.23,1 B/R,41-50,1,1,0,1,1,Marsa Dubai,2024-01-31
158736,22722.77,101.0,2 B/R,31-40,1,1,1,1,1,Marsa Dubai,2024-04-30
168589,8167.14,166.39,3 B/R,21-30,1,1,0,1,1,Marsa Dubai,2023-05-23
115553,16591.61,84.38,1 B/R,11-20,1,1,0,1,1,Marsa Dubai,2025-06-04
312007,29657.1,84.9,1 B/R,21-30,1,1,1,0,1,Marsa Dubai,2022-09-06
220649,8988.92,160.08,2 B/R,1-10,1,1,0,1,1,Marsa Dubai,2023-07-20
270039,16708.44,143.64,2 B/R,1-10,1,1,1,1,1,Marsa Dubai,2025-02-19
280531,26831.23,111.81,2 B/R,51-60,1,1,1,1,1,Marsa Dubai,2022-03-15
156657,15212.6,58.45,2 B/R,Below 1st floor,1,1,0,1,1,Marsa Dubai,2024-09-05
171539,16931.3,132.89,1 B/R,31-40,1,1,1,1,1,Marsa Dubai,2024-02-09
118800,14486.49,118.4,2 B/R,21-30,1,1,0,1,1,Marsa Dubai,2024-07-12
188459,25167.3,34.37,Studio,11-20,1,1,0,1,1,Marsa Dubai,2025-03-28
245419,10687.27,91.23,2 B/R,31-40,1,1,0,1,1,Marsa Dubai,2022-02-01
48219,16846.96,78.02,1 B/R,1-10,1,1,1,1,1,Marsa Dubai,2024-07-16
266007,1317.56,68.44,1 B/R,41-50,1,1,0,1,1,Marsa Dubai,2024-01-23
18849,15723.27,111.3,1 B/R,21-30,1,1,0,1,1,Marsa Dubai,2025-05-09
79941,31446.54,71.55,1 B/R,41-50,1,1,1,1,1,Marsa Dubai,2022-12-21
73940,17415.92,116.56,2 B/R,21-30,1,1,0,1,1,Marsa Dubai,2023-06-12
309871,26321.26,144.37,2 B/R,1-10,1,1,1,1,1,Marsa Dubai,2024-10-23
45127,22410.15,69.56,1 B/R,1-10,1,1,1,1,1,Marsa Dubai,2024-04-29
118280,33734.72,68.8,1 B/R,Below 1st floor,0,1,1,0,1,Marsa Dubai,2023-07-18
18658,27918.32,55.73,Studio,1-10,1,1,1,1,1,Marsa Dubai,2025-02-12
207784,9887.49,146.65,3 B/R,61-70,1,1,0,1,1,Marsa Dubai,2024-02-26
288971,15374.29,163.91,3 B/R,21-30,1,1,1,1,1,Marsa Dubai,2025-05-30
271311,22562.44,124.08,2 B/R,Below 1st floor,1,1,1,1,1,Marsa Dubai,2022-08-26
48370,8528.19,160.08,2 B/R,1-10,1,1,0,1,1,Marsa Dubai,2025-02-25
114374,21595.72,80.34,1 B/R,11-20,1,1,1,1,1,Marsa Dubai,2024-11-26
25410,32718.55,80.98,1 B/R,Below 1st floor,1,1,1,1,1,Marsa Dubai,2022-09-14
55160,21399.49,33.16,Studio,1-10,1,1,1,1,1,Marsa Dubai,2022-06-30
100217,11422.39,106.37,2 B/R,21-30,1,1,0,1,1,Marsa Dubai,2022-01-17
135353,26678.85,136.72,2 B/R,1-10,1,1,1,1,1,Marsa Dubai,2025-01-14
15232,10641.53,65.78,1 B/R,1-10,1,1,0,1,1,Marsa Dubai,2022-11-24
255297,21435.61,172.61,3 B/R,1-10,0,1,1,1,1,Marsa Dubai,2023-06-23
138349,6822.99,127.51,2 B/R,21-30,1,1,0,1,1,Marsa Dubai,2022-12-27
188672,22078.97,124.1,2 B/R,Below 1st floor,1,1,1,1,1,Marsa Dubai,2022-08-23
73263,29248.32,68.38,1 B/R,1-10,1,1,0,1,1,Marsa Dubai,2025-03-17
50116,20729.38,69.56,1 B/R,1-10,1,1,1,1,1,Marsa Dubai,2023-04-04
50309,21470.03,153.02,2 B/R,11-20,1,1,1,1,1,Marsa Dubai,2024-08-20
73497,26728.8,45.28,2 B/R,Below 1st floor,1,1,1,0,1,Marsa Dubai,2023-10-05
138578,14757.08,132.14,2 B/R,11-20,1,1,1,1,1,Marsa Dubai,2022-08-24
275913,32798.48,36.77,Studio,1-10,1,1,1,1,1,Marsa Dubai,2025-04-14
64906,22262.99,100.84,2 B/R,21-30,1,1,1,1,1,Marsa Dubai,2024-04-24
19459,16824.72,65.38,1 B/R,21-30,1,0,1,1,1,Marsa Dubai,2024-08-09
241953,12073.86,126.72,2 B/R,21-30,1,1,0,1,1,Marsa Dubai,2022-11-08
58121,12336.59,108.62,2 B/R,21-30,1,1,0,1,1,Marsa Dubai,2024-04-17
227459,13844.02,65.01,1 B/R,11-20,1,1,0,1,1,Marsa Dubai,2022-07-07
100921,22489.34,128.95,2 B/R,11-20,1,1,1,1,1,Marsa Dubai,2025-05-06
103181,28437.51,71.24,1 B/R,Below 1st floor,1,1,1,0,1,Marsa Dubai,2022-01-31
65179,21538.56,65.95,1 B/R,1-10,1,0,1,1,1,Marsa Dubai,2024-05-22
24479,27651.41,112.11,2 B/R,11-20,0,1,1,0,1,Marsa Dubai,2022-04-25
211877,14971.74,178.67,3 B/R,1-10,1,1,0,1,1,Marsa Dubai,2024-08-26
256449,13665.1,147.09,3 B/R,51-60,1,1,0,1,1,Marsa Dubai,2024-09-12
202207,22384.72,134.02,2 B/R,21-30,1,1,1,1,1,Marsa Dubai,2024-03-06
120457,31053.97,151.7,3 B/R,21-30,1,1,1,1,1,Marsa Dubai,2025-04-14
173401,11772.93,85.79,1 B/R,61-70,1,1,0,1,1,Marsa Dubai,2022-10-28
90259,10765.0,85.71,1 B/R,11-20,1,1,1,1,1,Marsa Dubai,2023-09-18
151948,28504.12,84.9,1 B/R,Below 1st floor,1,1,1,0,1,Marsa Dubai,2022-04-07
260547,18414.51,108.61,1 B/R,1-10,1,1,0,1,1,Marsa Dubai,2024-11-12
226835,19027.78,72.0,1 B/R,1-10,1,1,0,1,1,Marsa Dubai,2024-05-22
58619,16137.25,117.74,1 B/R,1-10,1,1,0,1,1,Marsa Dubai,2023-06-07
96999,32748.39,80.92,1 B/R,21-30,0,1,1,0,1,Marsa Dubai,2023-05-12
12981,28626.75,72.31,1 B/R,Below 1st floor,1,1,1,0,1,Marsa Dubai,2023-07-05
124660,13121.38,125.31,2 B/R,21-30,1,1,0,1,1,Marsa Dubai,2024-08-27
303157,25355.12,78.93,1 B/R,1-10,1,1,1,1,1,Marsa Dubai,2024-12-26
18660,24601.76,90.68,1 B/R,1-10,1,1,1,1,1,Marsa Dubai,2025-01-07
163860,19210.33,122.33,2 B/R,21-30,1,1,1,1,1,Marsa Dubai,2023-03-09
195227,26263.41,34.47,1 B/R,Below 1st floor,0,1,1,0,1,Marsa Dubai,2023-07-27
25211,19274.64,34.19,Studio,11-20,1,0,1,1,1,Marsa Dubai,2024-01-10
295333,18381.33,35.77,Studio,1-10,1,0,1,1,1,Marsa Dubai,2024-07-25
94778,28532.52,154.21,3 B/R,Below 1st floor,1,1,1,1,1,Marsa Dubai,2022-10-14
313696,16469.3,127.51,2 B/R,21-30,1,1,0,1,1,Marsa Dubai,2024-12-09
198181,17598.87,78.13,1 B/R,1-10,0,0,1,1,1,Marsa Dubai,2023-04-25
211191,12328.77,140.89,2 B/R,11-20,1,1,0,1,1,Marsa Dubai,2022-10-24
5116,16036.99,129.76,2 B/R,51-60,1,1,1,1,1,Marsa Dubai,2022-07-25
216992,23973.8,85.51,1 B/R,Below 1st floor,1,1,1,1,1,Marsa Dubai,2022-07-13
221797,10142.54,54.72,1 B/R,1-10,1,1,0,1,1,Marsa Dubai,2023-05-08
265580,26297.84,74.67,1 B/R,21-30,1,1,1,1,1,Marsa Dubai,2023-03-27
18858,23585.73,54.25,2 B/R,Below 1st floor,1,1,1,1,1,Marsa Dubai,2024-04-04
241894,10872.72,68.98,2 B/R,Below 1st floor,1,1,1,1,1,Marsa Dubai,2022-10-26
221536,9685.23,119.77,2 B/R,11-20,1,1,0,1,1,Marsa Dubai,2022-05-23
33640,23216.15,105.53,2 B/R,31-40,1,0,1,1,1,Marsa Dubai,2023-04-27
11174,20049.35,129.68,2 B/R,21-30,1,1,1,1,1,Marsa Dubai,2022-05-18
207848,4758.25,169.18,2 B/R,11-20,1,1,0,1,1,Marsa Dubai,2022-03-09
197762,27986.44,36.57,Studio,1-10,1,1,1,1,1,Marsa Dubai,2024-12-11
226830,11738.78,74.42,1 B/R,1-10,0,0,1,1,1,Marsa Dubai,2023-11-28
295215,10490.54,67.68,1 B/R,11-20,1,1,1,1,1,Marsa Dubai,2023-05-25
108630,19053.0,141.71,2 B/R,31-40,1,1,0,1,1,Marsa Dubai,2024-05-07
207636,29067.17,111.81,2 B/R,51-60,1,1,1,1,1,Marsa Dubai,2023-08-16
196641,10087.34,81.29,1 B/R,11-20,1,1,0,1,1,Marsa Dubai,2023-02-06
188482,28827.43,128.35,2 B/R,21-30,1,1,0,1,1,Marsa Dubai,2022-08-25
133097,13905.56,99.96,1 B/R,1-10,0,1,1,1,1,Marsa Dubai,2023-02-20
965,13466.73,65.71,2 B/R,Below 1st floor,1,1,0,1,1,Marsa Dubai,2022-06-30
202994,32263.08,68.61,1 B/R,1-10,1,1,1,1,1,Marsa Dubai,2022-12-26
205166,29734.74,125.49,2 B/R,41-50,1,1,1,0,1,Marsa Dubai,2022-07-27
197919,16284.77,74.45,1 B/R,31-40,1,1,0,1,1,Marsa Dubai,2024-06-24
242209,21775.15,42.25,Studio,11-20,1,1,0,1,1,Marsa Dubai,2024-04-18
221613,26086.96,69.0,1 B/R,11-20,0,1,1,0,1,Marsa Dubai,2022-09-29
133953,18055.56,72.0,1 B/R,1-10,1,1,0,1,1,Marsa Dubai,2023-05-29
28643,20847.15,105.53,2 B/R,31-40,1,0,1,1,1,Marsa Dubai,2022-10-20
93386,28302.31,40.59,Studio,1-10,1,0,1,1,1,Marsa Dubai,2025-06-12
45153,16308.05,102.71,1 B/R,31-40,1,1,1,1,1,Marsa Dubai,2024-06-11
20062,27140.61,114.22,2 B/R,11-20,1,1,1,1,1,Marsa Dubai,2023-11-01
19050,21899.72,152.97,3 B/R,41-50,1,1,0,1,1,Marsa Dubai,2024-10-02
37837,10929.71,116.38,2 B/R,11-20,1,1,0,1,1,Marsa Dubai,2023-02-06
156966,9491.27,105.36,2 B/R,21-30,1,1,0,1,1,Marsa Dubai,2023-06-22
45107,13225.9,65.78,1 B/R,1-10,1,1,0,1,1,Marsa Dubai,2023-11-20
202891,10704.09,63.06,1 B/R,1-10,1,1,1,1,1,Marsa Dubai,2022-11-25
256485,8775.64,123.44,2 B/R,1-10,1,1,1,1,1,Marsa Dubai,2025-03-18
300023,15810.28,177.1,3 B/R,41-50,1,1,0,1,1,Marsa Dubai,2024-12-26
312381,10696.54,118.73,2 B/R,1-10,0,1,1,1,1,Marsa Dubai,2025-01-23
173667,28250.74,105.13,1 B/R,41-50,1,1,1,1,1,Marsa Dubai,2025-05-15
127498,11784.93,162.92,3 B/R,21-30,1,1,0,1,1,Marsa Dubai,2024-04-26
285647,16125.77,148.52,2 B/R,11-20,1,1,1,1,1,Marsa Dubai,2023-01-11
90940,25784.43,105.49,2 B/R,11-20,1,1,1,1,1,Marsa Dubai,2025-04-22
7384,31958.44,124.94,2 B/R,51-60,1,1,1,0,1,Marsa Dubai,2022-08-30
237848,18270.4,123.15,2 B/R,11-20,1,1,0,1,1,Marsa Dubai,2023-08-07
53237,13589.59,154.53,2 B/R,11-20,1,1,0,1,1,Marsa Dubai,2022-06-21
14929,20474.35,152.63,2 B/R,31-40,1,1,1,1,1,Marsa Dubai,2025-05-19
83520,20361.83,124.28,2 B/R,21-30,1,1,1,1,1,Marsa Dubai,2023-08-31
83119,14663.68,120.57,2 B/R,21-30,1,1,1,1,1,Marsa Dubai,2024-12-24
124236,31175.63,168.08,3 B/R,51-60,1,1,1,1,1,Marsa Dubai,2024-01-22
107945,13336.89,112.47,1 B/R,21-30,1,1,1,1,1,Marsa Dubai,2025-02-06
255032,32251.43,145.49,3 B/R,Below 1st floor,1,1,1,1,1,Marsa Dubai,2024-10-03
202979,23993.27,71.27,1 B/R,21-30,1,1,1,1,1,Marsa Dubai,2024-03-28
90233,24360.58,110.71,1 B/R,11-20,1,1,1,1,1,Marsa Dubai,2024-08-28
307244,32214.57,124.94,2 B/R,51-60,1,1,1,0,1,Marsa Dubai,2022-09-08
175815,25729.09,68.95,1 B/R,11-20,1,1,1,0,1,Marsa Dubai,2022-03-29
168672,9025.27,138.5,2 B/R,11-20,0,1,1,1,1,Marsa Dubai,2024-07-23
107944,14867.68,134.52,2 B/R,21-30,1,1,1,1,1,Marsa Dubai,2024-03-18
90084,13089.21,128.35,2 B/R,21-30,1,1,0,1,1,Marsa Dubai,2023-02-21
118565,5164.32,85.2,1 B/R,31-40,1,1,0,1,1,Marsa Dubai,2023-02-28
88462,29094.52,49.49,Studio,11-20,1,1,1,1,1,Marsa Dubai,2025-02-12
305044,30333.81,106.61,2 B/R,Below 1st floor,1,1,1,1,1,Marsa Dubai,2022-10-25
255299,14032.85,125.42,2 B/R,21-30,0,1,1,1,1,Marsa Dubai,2022-09-05
39952,15935.57,74.5,1 B/R,31-40,1,1,0,1,1,Marsa Dubai,2024-09-10
207575,24289.1,151.92,2 B/R,61-70,1,0,1,1,1,Marsa Dubai,2025-06-16
132831,16310.68,103.0,2 B/R,11-20,1,0,1,1,1,Marsa Dubai,2024-12-16
107775,25843.72,65.78,1 B/R,1-10,1,1,0,1,1,Marsa Dubai,2025-06-25
241770,11655.27,89.23,1 B/R,41-50,1,1,0,1,1,Marsa Dubai,2024-11-06
295260,10056.71,151.99,2 B/R,11-20,0,1,1,1,1,Marsa Dubai,2024-09-19
304972,7092.72,135.35,2 B/R,11-20,1,1,1,1,1,Marsa Dubai,2023-05-16
215608,16327.28,59.98,2 B/R,Below 1st floor,1,1,1,1,1,Marsa Dubai,2024-11-06
276079,22007.04,90.88,1 B/R,11-20,1,1,1,1,1,Marsa Dubai,2022-12-22
92887,23980.45,65.47,1 B/R,1-10,1,1,0,1,1,Marsa Dubai,2024-12-09
60091,13083.79,119.58,2 B/R,1-10,1,1,0,1,1,Marsa Dubai,2025-02-05
275821,15353.89,80.11,1 B/R,31-40,1,1,0,1,1,Marsa Dubai,2025-05-12
217495,23199.22,71.42,1 B/R,Below 1st floor,1,1,1,1,1,Marsa Dubai,2022-10-25
63871,32274.48,80.59,1 B/R,Below 1st floor,0,1,1,0,1,Marsa Dubai,2024-03-26
24019,12871.01,126.91,2 B/R,1-10,0,1,1,1,1,Marsa Dubai,2023-05-26
39356,11407.68,175.04,3 B/R,1-10,1,1,0,1,1,Marsa Dubai,2023-11-14
198072,11900.6,85.71,1 B/R,41-50,1,1,0,1,1,Marsa Dubai,2023-01-25
5388,10763.9,85.71,1 B/R,11-20,1,1,1,1,1,Marsa Dubai,2023-11-21
76122,21095.56,110.25,2 B/R,11-20,1,1,1,1,1,Marsa Dubai,2022-09-05
212456,23721.61,89.37,1 B/R,11-20,1,1,1,1,1,Marsa Dubai,2025-01-10
261290,13350.15,95.13,1 B/R,1-10,0,1,1,1,1,Marsa Dubai,2024-01-02
127671,11405.3,78.41,1 B/R,1-10,1,0,0,1,1,Marsa Dubai,2022-09-28
124238,23274.76,114.39,2 B/R,41-50,1,1,1,1,1,Marsa Dubai,2024-08-22
100218,31516.73,85.71,1 B/R,11-20,1,1,1,1,1,Marsa Dubai,2023-06-14
285625,7272.73,68.75,1 B/R,1-10,0,1,1,1,1,Marsa Dubai,2022-04-22
84494,11476.41,148.13,2 B/R,11-20,1,1,0,1,1,Marsa Dubai,2022-03-03
48435,26037.53,120.67,2 B/R,Below 1st floor,0,1,1,0,1,Marsa Dubai,2022-12-12
207773,12587.6,146.97,2 B/R,51-60,1,1,0,1,1,Marsa Dubai,2022-08-09
142427,27302.51,54.94,1 B/R,Below 1st floor,1,1,0,1,1,Marsa Dubai,2024-12-09
38151,20071.9,33.38,Studio,1-10,1,1,0,1,1,Marsa Dubai,2025-02-19
304393,33468.8,83.66,1 B/R,21-30,1,1,1,1,1,Marsa Dubai,2023-04-06
7969,27921.26,71.63,1 B/R,Below 1st floor,1,1,1,0,1,Marsa Dubai,2022-07-28
133975,14924.07,80.34,1 B/R,11-20,1,1,1,1,1,Marsa Dubai,2022-08-04
255202,32309.49,111.02,2 B/R,Below 1st floor,0,1,1,0,1,Marsa Dubai,2024-05-27
303968,5594.08,85.09,1 B/R,11-20,1,1,0,1,1,Marsa Dubai,2022-04-05
300351,24792.37,121.61,2 B/R,1-10,1,1,1,1,1,Marsa Dubai,2022-09-28
300323,22586.4,163.41,2 B/R,41-50,1,1,1,1,1,Marsa Dubai,2024-09-11
278854,16169.6,166.98,3 B/R,1-10,1,1,0,1,1,Marsa Dubai,2025-02-20
229395,29492.2,84.9,1 B/R,21-30,1,1,1,0,1,Marsa Dubai,2023-03-08
110640,15999.05,84.38,1 B/R,11-20,1,1,0,1,1,Marsa Dubai,2022-09-08
118978,27325.35,143.44,2 B/R,21-30,1,1,1,1,1,Marsa Dubai,2023-04-04
300046,11318.97,180.14,3 B/R,31-40,1,1,0,1,1,Marsa Dubai,2022-10-21
153636,30525.55,141.51,More than 3B/R,Below 1st floor,1,1,1,1,1,Marsa Dubai,2024-11-20
79781,14163.3,141.21,2 B/R,1-10,1,1,1,1,1,Marsa Dubai,2024-12-05
43227,21255.6,131.73,2 B/R,11-20,1,1,1,1,1,Marsa Dubai,2024-10-11
168579,17250.13,98.55,1 B/R,41-50,1,1,1,1,1,Marsa Dubai,2022-02-24
88315,11669.17,160.08,2 B/R,1-10,1,1,0,1,1,Marsa Dubai,2024-11-27
154348,32230.16,42.07,Studio,11-20,1,1,1,1,1,Marsa Dubai,2025-03-17
123620,13143.3,115.49,2 B/R,21-30,1,1,0,1,1,Marsa Dubai,2022-04-19
44457,30370.69,69.46,1 B/R,21-30,1,1,1,1,1,Marsa Dubai,2023-03-13
280478,26814.79,156.63,2 B/R,71-80,1,0,1,1,1,Marsa Dubai,2025-02-13
245026,13501.02,166.98,3 B/R,1-10,1,1,0,1,1,Marsa Dubai,2024-05-15
269445,27230.92,102.71,2 B/R,Below 1st floor,1,1,1,0,1,Marsa Dubai,2022-03-08
85009,18357.02,90.08,1 B/R,21-30,1,1,1,1,1,Marsa Dubai,2024-06-26
168572,11777.79,152.83,3 B/R,1-10,1,1,0,1,1,Marsa Dubai,2024-06-14
237975,11726.26,104.04,2 B/R,1-10,0,1,1,1,1,Marsa Dubai,2024-12-11
18705,17004.82,120.26,2 B/R,21-30,1,1,0,1,1,Marsa Dubai,2024-02-14
114991,26299.69,81.75,1 B/R,11-20,1,1,0,1,1,Marsa Dubai,2024-02-29
39581,13590.89,53.14,1 B/R,1-10,1,1,0,1,1,Marsa Dubai,2023-06-23
113932,18973.48,127.81,2 B/R,31-40,1,1,0,1,1,Marsa Dubai,2023-04-17
244591,11878.22,51.65,1 B/R,1-10,1,1,1,1,1,Marsa Dubai,2022-05-17
261353,7280.99,171.68,3 B/R,11-20,0,1,1,1,1,Marsa Dubai,2022-04-22
261270,11374.24,85.72,1 B/R,1-10,1,1,0,1,1,Marsa Dubai,2023-02-22
28073,9580.35,79.59,1 B/R,1-10,1,1,0,1,1,Marsa Dubai,2022-05-12
34861,25414.36,99.55,2 B/R,61-70,1,0,1,1,1,Marsa Dubai,2024-05-01
93377,26203.84,59.3,Studio,21-30,1,1,1,1,1,Marsa Dubai,2024-12-23
212710,14316.6,171.13,3 B/R,11-20,0,1,1,1,1,Marsa Dubai,2025-02-03
289876,11372.88,40.69,Studio,1-10,1,1,0,1,1,Marsa Dubai,2022-05-26
210636,13605.93,70.19,1 B/R,21-30,1,1,0,1,1,Marsa Dubai,2025-05-01
119647,10643.07,178.52,3 B/R,1-10,1,1,1,1,1,Marsa Dubai,2022-02-14
88508,14995.6,106.84,2 B/R,1-10,1,1,0,1,1,Marsa Dubai,2024-11-07
139119,22965.75,151.53,2 B/R,51-60,1,1,1,1,1,Marsa Dubai,2024-11-22
129477,11876.64,31.32,1 B/R,Below 1st floor,1,1,0,1,1,Marsa Dubai,2024-02-09
68285,12646.12,72.37,1 B/R,1-10,1,1,1,1,1,Marsa Dubai,2023-09-21
265828,17361.11,132.48,2 B/R,Duplex,1,1,0,1,1,Marsa Dubai,2023-11-09
84467,15436.92,108.83,1 B/R,1-10,1,1,0,1,1,Marsa Dubai,2022-07-26
224512,32503.73,117.46,2 B/R,51-60,1,1,1,0,1,Marsa Dubai,2022-09-01
